codedrug,parent
http://purl.obolibrary.org/obo/DRON_00019170,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_26216,http://purl.obolibrary.org/obo/CHEBI_22314
http://purl.obolibrary.org/obo/CHEBI_24470,http://purl.obolibrary.org/obo/CHEBI_25359
http://purl.obolibrary.org/obo/CHEBI_18243,http://purl.obolibrary.org/obo/CHEBI_33567
http://purl.obolibrary.org/obo/CHEBI_38180,http://purl.obolibrary.org/obo/CHEBI_33833
http://purl.obolibrary.org/obo/CHEBI_46845,http://purl.obolibrary.org/obo/CHEBI_26144
http://purl.obolibrary.org/obo/DRON_00011638,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_25481,http://purl.obolibrary.org/obo/CHEBI_36141
http://purl.obolibrary.org/obo/DRON_00018759,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00014319,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_23089,http://purl.obolibrary.org/obo/CHEBI_25903
http://purl.obolibrary.org/obo/CHEBI_24828,http://purl.obolibrary.org/obo/CHEBI_22728
http://purl.obolibrary.org/obo/CHEBI_36815,http://purl.obolibrary.org/obo/CHEBI_36816
http://purl.obolibrary.org/obo/DRON_00018948,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00020128,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00018586,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00018756,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_38830,http://purl.obolibrary.org/obo/CHEBI_35259
http://purl.obolibrary.org/obo/DRON_00020139,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_24436,http://purl.obolibrary.org/obo/CHEBI_32952
http://purl.obolibrary.org/obo/DRON_00017616,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_37826,http://purl.obolibrary.org/obo/CHEBI_33424
http://purl.obolibrary.org/obo/DRON_00012653,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00723864,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00014650,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_36838,http://purl.obolibrary.org/obo/CHEBI_35350
http://purl.obolibrary.org/obo/DRON_00016223,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_3048,http://purl.obolibrary.org/obo/CHEBI_50996
http://purl.obolibrary.org/obo/CHEBI_35342,http://purl.obolibrary.org/obo/CHEBI_36838
http://purl.obolibrary.org/obo/BFO_0000002,http://purl.obolibrary.org/obo/BFO_0000001
http://purl.obolibrary.org/obo/CHEBI_24646,http://purl.obolibrary.org/obo/CHEBI_33570
http://purl.obolibrary.org/obo/CHEBI_27786,http://purl.obolibrary.org/obo/CHEBI_23334
http://purl.obolibrary.org/obo/CHEBI_37445,http://purl.obolibrary.org/obo/CHEBI_26375
http://purl.obolibrary.org/obo/CHEBI_39437,http://purl.obolibrary.org/obo/CHEBI_23229
http://purl.obolibrary.org/obo/DRON_00018039,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33304,http://purl.obolibrary.org/obo/CHEBI_33675
http://purl.obolibrary.org/obo/DRON_00018685,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33675,http://purl.obolibrary.org/obo/CHEBI_33579
http://purl.obolibrary.org/obo/DRON_00015388,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00014129,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/BFO_0000001,http://www.w3.org/2002/07/owl#Thing
http://purl.obolibrary.org/obo/DRON_00010699,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_474053,http://purl.obolibrary.org/obo/CHEBI_23066
http://purl.obolibrary.org/obo/DRON_00018947,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_35627,http://purl.obolibrary.org/obo/CHEBI_24995
http://purl.obolibrary.org/obo/CHEBI_27300,http://purl.obolibrary.org/obo/CHEBI_36853
http://purl.obolibrary.org/obo/CHEBI_26401,http://purl.obolibrary.org/obo/CHEBI_35875
http://purl.obolibrary.org/obo/CHEBI_33234,http://purl.obolibrary.org/obo/CHEBI_23229
http://purl.obolibrary.org/obo/DRON_00015230,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00723863,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_28384,http://purl.obolibrary.org/obo/CHEBI_25481
http://purl.obolibrary.org/obo/CHEBI_24278,http://purl.obolibrary.org/obo/CHEBI_35313
http://purl.obolibrary.org/obo/CHEBI_35990,http://purl.obolibrary.org/obo/CHEBI_33635
http://purl.obolibrary.org/obo/DRON_00013033,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33676,http://purl.obolibrary.org/obo/CHEBI_33497
http://purl.obolibrary.org/obo/CHEBI_18085,http://purl.obolibrary.org/obo/CHEBI_22506
http://purl.obolibrary.org/obo/CHEBI_32988,http://purl.obolibrary.org/obo/CHEBI_51143
http://purl.obolibrary.org/obo/DRON_00016928,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00019228,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00017836,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33559,http://purl.obolibrary.org/obo/CHEBI_33250
http://purl.obolibrary.org/obo/CHEBI_17698,http://purl.obolibrary.org/obo/CHEBI_36683
http://purl.obolibrary.org/obo/CHEBI_33595,http://purl.obolibrary.org/obo/CHEBI_36357
http://purl.obolibrary.org/obo/DRON_00730832,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33582,http://purl.obolibrary.org/obo/CHEBI_33675
http://purl.obolibrary.org/obo/CHEBI_37577,http://purl.obolibrary.org/obo/CHEBI_36357
http://purl.obolibrary.org/obo/CHEBI_10125,http://purl.obolibrary.org/obo/CHEBI_46908
http://purl.obolibrary.org/obo/DRON_00010351,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_24586,http://purl.obolibrary.org/obo/CHEBI_60926
http://purl.obolibrary.org/obo/CHEBI_27162,http://purl.obolibrary.org/obo/CHEBI_24828
http://purl.obolibrary.org/obo/CHEBI_23045,http://purl.obolibrary.org/obo/CHEBI_27325
http://purl.obolibrary.org/obo/CHEBI_41774,http://purl.obolibrary.org/obo/CHEBI_50996
http://purl.obolibrary.org/obo/CHEBI_2634,http://purl.obolibrary.org/obo/CHEBI_51143
http://purl.obolibrary.org/obo/DRON_00016919,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33256,http://purl.obolibrary.org/obo/CHEBI_32988
http://purl.obolibrary.org/obo/CHEBI_36181,http://purl.obolibrary.org/obo/CHEBI_33308
http://purl.obolibrary.org/obo/CHEBI_37485,http://purl.obolibrary.org/obo/CHEBI_22580
http://purl.obolibrary.org/obo/DRON_00011281,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_28300,http://purl.obolibrary.org/obo/CHEBI_33704
http://purl.obolibrary.org/obo/CHEBI_25990,http://purl.obolibrary.org/obo/CHEBI_23981
http://purl.obolibrary.org/obo/CHEBI_23066,http://purl.obolibrary.org/obo/CHEBI_38311
http://purl.obolibrary.org/obo/DRON_00730823,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00017749,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_47882,http://purl.obolibrary.org/obo/CHEBI_38077
http://purl.obolibrary.org/obo/CHEBI_38831,http://purl.obolibrary.org/obo/CHEBI_35259
http://purl.obolibrary.org/obo/DRON_00012886,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_38196,http://purl.obolibrary.org/obo/CHEBI_26421
http://purl.obolibrary.org/obo/CHEBI_49168,http://purl.obolibrary.org/obo/CHEBI_24734
http://purl.obolibrary.org/obo/DRON_00723861,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_55373,http://purl.obolibrary.org/obo/CHEBI_35790
http://purl.obolibrary.org/obo/DRON_00016421,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_63299,http://purl.obolibrary.org/obo/CHEBI_36963
http://purl.obolibrary.org/obo/CHEBI_49322,http://purl.obolibrary.org/obo/CHEBI_48120
http://purl.obolibrary.org/obo/DRON_00020099,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_52010,http://purl.obolibrary.org/obo/CHEBI_26421
http://purl.obolibrary.org/obo/CHEBI_26822,http://purl.obolibrary.org/obo/CHEBI_26835
http://purl.obolibrary.org/obo/DRON_00018683,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_23449,http://purl.obolibrary.org/obo/CHEBI_16670
http://purl.obolibrary.org/obo/DRON_00013305,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00011913,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_35436,http://purl.obolibrary.org/obo/CHEBI_24278
http://purl.obolibrary.org/obo/DRON_00730842,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_23818,http://purl.obolibrary.org/obo/CHEBI_25348
http://purl.obolibrary.org/obo/CHEBI_28445,http://purl.obolibrary.org/obo/CHEBI_27288
http://purl.obolibrary.org/obo/DRON_00019864,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_26082,http://purl.obolibrary.org/obo/CHEBI_33302
http://purl.obolibrary.org/obo/CHEBI_102524,http://purl.obolibrary.org/obo/CHEBI_22693
http://purl.obolibrary.org/obo/DRON_00013023,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00015231,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00010490,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00015799,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_38093,http://purl.obolibrary.org/obo/CHEBI_26979
http://purl.obolibrary.org/obo/DRON_00019004,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_27013,http://purl.obolibrary.org/obo/CHEBI_39437
http://purl.obolibrary.org/obo/CHEBI_33296,http://purl.obolibrary.org/obo/CHEBI_33674
http://purl.obolibrary.org/obo/CHEBI_35701,http://purl.obolibrary.org/obo/CHEBI_50860
http://purl.obolibrary.org/obo/CHEBI_33285,http://purl.obolibrary.org/obo/CHEBI_50860
http://purl.obolibrary.org/obo/CHEBI_28304,http://purl.obolibrary.org/obo/CHEBI_24505
http://purl.obolibrary.org/obo/CHEBI_36816,http://purl.obolibrary.org/obo/CHEBI_25698
http://purl.obolibrary.org/obo/DRON_00010804,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_35344,http://purl.obolibrary.org/obo/CHEBI_35350
http://purl.obolibrary.org/obo/DRON_00019225,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_26069,http://purl.obolibrary.org/obo/CHEBI_36360
http://purl.obolibrary.org/obo/CHEBI_35757,http://purl.obolibrary.org/obo/CHEBI_29067
http://purl.obolibrary.org/obo/CHEBI_33608,http://purl.obolibrary.org/obo/CHEBI_33674
http://purl.obolibrary.org/obo/CHEBI_25348,http://purl.obolibrary.org/obo/CHEBI_26385
http://purl.obolibrary.org/obo/CHEBI_28001,http://purl.obolibrary.org/obo/CHEBI_24395
http://purl.obolibrary.org/obo/CHEBI_25359,http://purl.obolibrary.org/obo/CHEBI_33709
http://purl.obolibrary.org/obo/CHEBI_35343,http://purl.obolibrary.org/obo/CHEBI_36838
http://purl.obolibrary.org/obo/CHEBI_50830,http://purl.obolibrary.org/obo/CHEBI_35341
http://purl.obolibrary.org/obo/DRON_00018671,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00018841,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_23390,http://purl.obolibrary.org/obo/CHEBI_33906
http://purl.obolibrary.org/obo/CHEBI_33599,http://purl.obolibrary.org/obo/CHEBI_33635
http://purl.obolibrary.org/obo/CHEBI_33655,http://purl.obolibrary.org/obo/CHEBI_33595
http://purl.obolibrary.org/obo/CHEBI_23636,http://purl.obolibrary.org/obo/CHEBI_33838
http://purl.obolibrary.org/obo/CHEBI_23334,http://purl.obolibrary.org/obo/CHEBI_23341
http://purl.obolibrary.org/obo/DRON_00017763,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_28963,http://purl.obolibrary.org/obo/CHEBI_63299
http://purl.obolibrary.org/obo/CHEBI_47956,http://purl.obolibrary.org/obo/CHEBI_33256
http://purl.obolibrary.org/obo/DRON_00020132,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_23981,http://purl.obolibrary.org/obo/CHEBI_22478
http://purl.obolibrary.org/obo/CHEBI_24531,http://purl.obolibrary.org/obo/CHEBI_24532
http://purl.obolibrary.org/obo/CHEBI_36243,http://purl.obolibrary.org/obo/CHEBI_33308
http://purl.obolibrary.org/obo/CHEBI_50471,http://purl.obolibrary.org/obo/CHEBI_32877
http://purl.obolibrary.org/obo/CHEBI_37622,http://purl.obolibrary.org/obo/CHEBI_33256
http://purl.obolibrary.org/obo/DRON_00016924,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00015735,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33888,http://purl.obolibrary.org/obo/CHEBI_33767
http://purl.obolibrary.org/obo/CHEBI_8232,http://purl.obolibrary.org/obo/CHEBI_17334
http://purl.obolibrary.org/obo/CHEBI_35507,http://purl.obolibrary.org/obo/CHEBI_33245
http://purl.obolibrary.org/obo/CHEBI_47804,http://purl.obolibrary.org/obo/CHEBI_26979
http://purl.obolibrary.org/obo/DRON_00012892,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_24669,http://purl.obolibrary.org/obo/CHEBI_33575
http://purl.obolibrary.org/obo/DRON_00020042,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_36809,http://purl.obolibrary.org/obo/CHEBI_51959
http://purl.obolibrary.org/obo/DRON_00020188,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_5417,http://purl.obolibrary.org/obo/CHEBI_24271
http://purl.obolibrary.org/obo/DRON_00012972,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_26188,http://purl.obolibrary.org/obo/CHEBI_17087
http://purl.obolibrary.org/obo/DRON_00014175,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_3181,http://purl.obolibrary.org/obo/CHEBI_38958
http://purl.obolibrary.org/obo/CHEBI_26961,http://purl.obolibrary.org/obo/CHEBI_38106
http://purl.obolibrary.org/obo/CHEBI_38164,http://purl.obolibrary.org/obo/CHEBI_38166
http://purl.obolibrary.org/obo/DRON_00020315,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_46874,http://purl.obolibrary.org/obo/CHEBI_33308
http://purl.obolibrary.org/obo/DRON_00018591,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_24868,http://purl.obolibrary.org/obo/CHEBI_24866
http://purl.obolibrary.org/obo/DRON_00013638,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_24062,http://purl.obolibrary.org/obo/CHEBI_24471
http://purl.obolibrary.org/obo/CHEBI_60654,http://purl.obolibrary.org/obo/CHEBI_58956
http://purl.obolibrary.org/obo/DRON_00017037,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00012179,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_25418,http://purl.obolibrary.org/obo/CHEBI_24921
http://purl.obolibrary.org/obo/CHEBI_7809,http://purl.obolibrary.org/obo/CHEBI_17334
http://purl.obolibrary.org/obo/DRON_00017492,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00011910,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_6801,http://purl.obolibrary.org/obo/CHEBI_24436
http://purl.obolibrary.org/obo/CHEBI_36360,http://purl.obolibrary.org/obo/CHEBI_26082
http://purl.obolibrary.org/obo/DRON_00020314,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_36786,http://purl.obolibrary.org/obo/CHEBI_36785
http://purl.obolibrary.org/obo/DRON_00017834,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33240,http://purl.obolibrary.org/obo/CHEBI_37577
http://purl.obolibrary.org/obo/CHEBI_26375,http://purl.obolibrary.org/obo/CHEBI_26373
http://purl.obolibrary.org/obo/CHEBI_17334,http://purl.obolibrary.org/obo/CHEBI_25865
http://purl.obolibrary.org/obo/CHEBI_58955,http://purl.obolibrary.org/obo/CHEBI_28868
http://purl.obolibrary.org/obo/DRON_00016922,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_36357,http://purl.obolibrary.org/obo/CHEBI_23367
http://purl.obolibrary.org/obo/CHEBI_27306,http://purl.obolibrary.org/obo/CHEBI_26421
http://purl.obolibrary.org/obo/DRON_00017098,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00014412,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_35681,http://purl.obolibrary.org/obo/CHEBI_30879
http://purl.obolibrary.org/obo/DRON_00015692,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00015249,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33241,http://purl.obolibrary.org/obo/CHEBI_37577
http://purl.obolibrary.org/obo/DRON_00020192,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00019465,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00019230,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_50858,http://purl.obolibrary.org/obo/CHEBI_35341
http://purl.obolibrary.org/obo/CHEBI_33566,http://purl.obolibrary.org/obo/CHEBI_33570
http://purl.obolibrary.org/obo/DRON_00015922,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_2637,http://purl.obolibrary.org/obo/CHEBI_22390
http://purl.obolibrary.org/obo/DRON_00013598,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00730819,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00016025,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_36916,http://purl.obolibrary.org/obo/CHEBI_24870
http://purl.obolibrary.org/obo/DRON_00014170,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_63161,http://purl.obolibrary.org/obo/CHEBI_63299
http://purl.obolibrary.org/obo/CHEBI_33832,http://purl.obolibrary.org/obo/CHEBI_50860
http://purl.obolibrary.org/obo/DRON_00019221,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00020050,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00020093,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_23117,http://purl.obolibrary.org/obo/CHEBI_24471
http://purl.obolibrary.org/obo/CHEBI_209807,http://purl.obolibrary.org/obo/CHEBI_55429
http://purl.obolibrary.org/obo/CHEBI_24870,http://purl.obolibrary.org/obo/CHEBI_23367
http://purl.obolibrary.org/obo/DRON_00016886,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_26873,http://purl.obolibrary.org/obo/CHEBI_24913
http://purl.obolibrary.org/obo/CHEBI_25985,http://purl.obolibrary.org/obo/CHEBI_25359
http://purl.obolibrary.org/obo/CHEBI_36244,http://purl.obolibrary.org/obo/CHEBI_33308
http://purl.obolibrary.org/obo/DRON_00016651,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_37175,http://purl.obolibrary.org/obo/CHEBI_33692
http://purl.obolibrary.org/obo/CHEBI_33704,http://purl.obolibrary.org/obo/CHEBI_33709
http://purl.obolibrary.org/obo/CHEBI_33853,http://purl.obolibrary.org/obo/CHEBI_33822
http://purl.obolibrary.org/obo/DRON_00020286,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/DRON_00019154,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_33497,http://purl.obolibrary.org/obo/CHEBI_23367
http://purl.obolibrary.org/obo/CHEBI_26513,http://purl.obolibrary.org/obo/CHEBI_27171
http://purl.obolibrary.org/obo/DRON_00723857,http://purl.obolibrary.org/obo/OBI_0000047
http://purl.obolibrary.org/obo/CHEBI_46786,http://purl.obolibrary.org/obo/CHEBI_25698
